Time Step,Ratio
14,0.540317166
14.01,0.540271991
14.02,0.54022692
14.03,0.540181955
14.04,0.540137094
14.05,0.540092338
14.06,0.540047686
14.07,0.540003138
14.08,0.539958694
14.09,0.539914354
14.1,0.539870116
14.11,0.539825982
14.12,0.53978195
14.13,0.53973802
14.14,0.539694193
14.15,0.539650468
14.16,0.539606844
14.17,0.539563322
14.18,0.539519901
14.19,0.539476581
14.2,0.539433361
14.21,0.539390242
14.22,0.539347223
14.23,0.539304304
14.24,0.539261484
14.25,0.539218764
14.26,0.539176144
14.27,0.539133622
14.28,0.539091198
14.29,0.539048874
14.3,0.539006647
14.31,0.538964518
14.32,0.538922487
14.33,0.538880554
14.34,0.538838717
14.35,0.538796978
14.36,0.538755335
14.37,0.538713789
14.38,0.538672339
14.39,0.538630985
14.4,0.538589727
14.41,0.538548565
14.42,0.538507498
14.43,0.538466525
14.44,0.538425648
14.45,0.538384865
14.46,0.538344177
14.47,0.538303583
14.48,0.538263082
14.49,0.538222676
14.5,0.538182362
14.51,0.538142142
14.52,0.538102015
14.53,0.538061981
14.54,0.538022039
14.55,0.53798219
14.56,0.537942432
14.57,0.537902767
14.58,0.537863193
14.59,0.53782371
14.6,0.537784319
14.61,0.537745018
14.62,0.537705808
14.63,0.537666689
14.64,0.53762766
14.65,0.537588721
14.66,0.537549872
14.67,0.537511112
14.68,0.537472442
14.69,0.537433861
14.7,0.537395369
14.71,0.537356966
14.72,0.537318651
14.73,0.537280424
14.74,0.537242286
14.75,0.537204235
14.76,0.537166273
14.77,0.537128397
14.78,0.537090609
14.79,0.537052907
14.8,0.537015293
14.81,0.536977765
14.82,0.536940324
14.83,0.536902968
14.84,0.536865699
14.85,0.536828515
14.86,0.536791417
14.87,0.536754404
14.88,0.536717476
14.89,0.536680633
14.9,0.536643875
14.91,0.536607202
14.92,0.536570612
14.93,0.536534107
14.94,0.536497685
14.95,0.536461348
14.96,0.536425093
14.97,0.536388922
14.98,0.536352834
14.99,0.536316829
15,0.536280907
15.01,0.536245067
15.02,0.536209309
15.03,0.536173633
15.04,0.536138039
15.05,0.536102527
15.06,0.536067096
15.07,0.536031747
15.08,0.535996478
15.09,0.535961291
15.1,0.535926184
15.11,0.535891157
15.12,0.535856211
15.13,0.535821345
15.14,0.535786559
15.15,0.535751852
15.16,0.535717225
15.17,0.535682678
15.18,0.535648209
15.19,0.535613819
15.2,0.535579508
15.21,0.535545276
15.22,0.535511122
15.23,0.535477046
15.24,0.535443048
15.25,0.535409128
15.26,0.535375285
15.27,0.53534152
15.28,0.535307832
15.29,0.535274221
15.3,0.535240687
15.31,0.53520723
15.32,0.535173849
15.33,0.535140544
15.34,0.535107316
15.35,0.535074163
15.36,0.535041087
15.37,0.535008085
15.38,0.534975159
15.39,0.534942309
15.4,0.534909533
15.41,0.534876832
15.42,0.534844206
15.43,0.534811654
15.44,0.534779177
15.45,0.534746774
15.46,0.534714444
15.47,0.534682189
15.48,0.534650007
15.49,0.534617898
15.5,0.534585863
15.51,0.5345539
15.52,0.534522011
15.53,0.534490194
15.54,0.53445845
15.55,0.534426778
15.56,0.534395178
15.57,0.53436365
15.58,0.534332195
15.59,0.53430081
15.6,0.534269498
15.61,0.534238256
15.62,0.534207086
15.63,0.534175987
15.64,0.534144958
15.65,0.534114
15.66,0.534083113
15.67,0.534052296
15.68,0.534021549
15.69,0.533990872
15.7,0.533960265
15.71,0.533929727
15.72,0.533899259
15.73,0.53386886
15.74,0.533838531
15.75,0.53380827
15.76,0.533778078
15.77,0.533747955
15.78,0.5337179
15.79,0.533687913
15.8,0.533657995
15.81,0.533628145
15.82,0.533598362
15.83,0.533568647
15.84,0.533539
15.85,0.53350942
15.86,0.533479907
15.87,0.533450461
15.88,0.533421082
15.89,0.533391769
15.9,0.533362524
15.91,0.533333344
15.92,0.533304231
15.93,0.533275184
15.94,0.533246203
15.95,0.533217287
15.96,0.533188437
15.97,0.533159653
15.98,0.533130934
15.99,0.533102279
16,0.53307369
16.01,0.533045166
16.02,0.533016706
16.03,0.532988311
16.04,0.532959981
16.05,0.532931714
16.06,0.532903511
16.07,0.532875373
16.08,0.532847298
16.09,0.532819287
16.1,0.532791339
16.11,0.532763454
16.12,0.532735633
16.13,0.532707874
16.14,0.532680179
16.15,0.532652546
16.16,0.532624976
16.17,0.532597468
16.18,0.532570022
16.19,0.532542638
16.2,0.532515317
16.21,0.532488057
16.22,0.532460859
16.23,0.532433722
16.24,0.532406647
16.25,0.532379633
16.26,0.53235268
16.27,0.532325787
16.28,0.532298956
16.29,0.532272186
16.3,0.532245475
16.31,0.532218826
16.32,0.532192236
16.33,0.532165707
16.34,0.532139237
16.35,0.532112827
16.36,0.532086477
16.37,0.532060187
16.38,0.532033956
16.39,0.532007784
16.4,0.531981671
16.41,0.531955617
16.42,0.531929622
16.43,0.531903685
16.44,0.531877807
16.45,0.531851988
16.46,0.531826227
16.47,0.531800523
16.48,0.531774878
16.49,0.531749291
16.5,0.531723761
16.51,0.531698289
16.52,0.531672875
16.53,0.531647517
16.54,0.531622217
16.55,0.531596974
16.56,0.531571788
16.57,0.531546659
16.58,0.531521586
16.59,0.53149657
16.6,0.53147161
16.61,0.531446706
16.62,0.531421859
16.63,0.531397067
16.64,0.531372331
16.65,0.531347651
16.66,0.531323027
16.67,0.531298458
16.68,0.531273944
16.69,0.531249486
16.7,0.531225082
16.71,0.531200734
16.72,0.53117644
16.73,0.531152201
16.74,0.531128017
16.75,0.531103887
16.76,0.531079811
16.77,0.531055789
16.78,0.531031822
16.79,0.531007908
16.8,0.530984048
16.81,0.530960242
16.82,0.530936489
16.83,0.53091279
16.84,0.530889144
16.85,0.530865551
16.86,0.530842011
16.87,0.530818524
16.88,0.53079509
16.89,0.530771709
16.9,0.53074838
16.91,0.530725103
16.92,0.530701879
16.93,0.530678707
16.94,0.530655587
16.95,0.530632519
16.96,0.530609503
16.97,0.530586538
16.98,0.530563625
16.99,0.530540764
17,0.530517953
17.01,0.530495194
17.02,0.530472486
17.03,0.530449829
17.04,0.530427223
17.05,0.530404668
17.06,0.530382163
17.07,0.530359709
17.08,0.530337305
17.09,0.530314951
17.1,0.530292647
17.11,0.530270394
17.12,0.53024819
17.13,0.530226036
17.14,0.530203932
17.15,0.530181878
17.16,0.530159872
17.17,0.530137917
17.18,0.53011601
17.19,0.530094153
17.2,0.530072344
17.21,0.530050584
17.22,0.530028873
17.23,0.530007211
17.24,0.529985597
17.25,0.529964032
17.26,0.529942515
17.27,0.529921046
17.28,0.529899625
17.29,0.529878253
17.3,0.529856928
17.31,0.529835651
17.32,0.529814421
17.33,0.529793239
17.34,0.529772104
17.35,0.529751017
17.36,0.529729977
17.37,0.529708984
17.38,0.529688038
17.39,0.529667139
17.4,0.529646286
17.41,0.529625481
17.42,0.529604722
17.43,0.529584009
17.44,0.529563342
17.45,0.529542722
17.46,0.529522148
17.47,0.52950162
17.48,0.529481138
17.49,0.529460701
17.5,0.52944031
17.51,0.529419965
17.52,0.529399666
17.53,0.529379411
17.54,0.529359202
17.55,0.529339038
17.56,0.52931892
17.57,0.529298846
17.58,0.529278817
17.59,0.529258832
17.6,0.529238893
17.61,0.529218998
17.62,0.529199147
17.63,0.529179341
17.64,0.529159579
17.65,0.529139861
17.66,0.529120187
17.67,0.529100557
17.68,0.52908097
17.69,0.529061428
17.7,0.529041929
17.71,0.529022474
17.72,0.529003062
17.73,0.528983693
17.74,0.528964368
17.75,0.528945086
17.76,0.528925846
17.77,0.52890665
17.78,0.528887496
17.79,0.528868386
17.8,0.528849318
17.81,0.528830292
17.82,0.528811309
17.83,0.528792368
17.84,0.528773469
17.85,0.528754613
17.86,0.528735798
17.87,0.528717026
17.88,0.528698295
17.89,0.528679606
17.9,0.528660959
17.91,0.528642353
17.92,0.528623789
17.93,0.528605266
17.94,0.528586784
17.95,0.528568344
17.96,0.528549945
17.97,0.528531586
17.98,0.528513269
17.99,0.528494992
18,0.528476756
18.01,0.528458561
18.02,0.528440406
18.03,0.528422292
18.04,0.528404218
18.05,0.528386184
18.06,0.52836819
18.07,0.528350236
18.08,0.528332323
18.09,0.528314449
18.1,0.528296615
18.11,0.528278821
18.12,0.528261066
18.13,0.528243351
18.14,0.528225675
18.15,0.528208038
18.16,0.528190441
18.17,0.528172883
18.18,0.528155364
18.19,0.528137884
18.2,0.528120443
18.21,0.52810304
18.22,0.528085677
18.23,0.528068351
18.24,0.528051065
18.25,0.528033817
18.26,0.528016607
18.27,0.527999435
18.28,0.527982302
18.29,0.527965207
18.3,0.527948149
18.31,0.52793113
18.32,0.527914148
18.33,0.527897205
18.34,0.527880298
18.35,0.52786343
18.36,0.527846599
18.37,0.527829805
18.38,0.527813048
18.39,0.527796329
18.4,0.527779647
18.41,0.527763002
18.42,0.527746394
18.43,0.527729823
18.44,0.527713288
18.45,0.527696791
18.46,0.52768033
18.47,0.527663905
18.48,0.527647517
18.49,0.527631165
18.5,0.52761485
18.51,0.527598571
18.52,0.527582328
18.53,0.527566121
18.54,0.52754995
18.55,0.527533815
18.56,0.527517715
18.57,0.527501652
18.58,0.527485624
18.59,0.527469631
18.6,0.527453674
18.61,0.527437753
18.62,0.527421867
18.63,0.527406016
18.64,0.5273902
18.65,0.527374419
18.66,0.527358673
18.67,0.527342962
18.68,0.527327286
18.69,0.527311645
18.7,0.527296039
18.71,0.527280467
18.72,0.527264929
18.73,0.527249426
18.74,0.527233957
18.75,0.527218523
18.76,0.527203123
18.77,0.527187757
18.78,0.527172425
18.79,0.527157127
18.8,0.527141862
18.81,0.527126632
18.82,0.527111435
18.83,0.527096272
18.84,0.527081143
18.85,0.527066047
18.86,0.527050985
18.87,0.527035956
18.88,0.52702096
18.89,0.527005997
18.9,0.526991068
18.91,0.526976172
18.92,0.526961308
18.93,0.526946478
18.94,0.52693168
18.95,0.526916915
18.96,0.526902183
18.97,0.526887483
18.98,0.526872816
18.99,0.526858182
19,0.526843579
19.01,0.52682901
19.02,0.526814472
19.03,0.526799966
19.04,0.526785493
19.05,0.526771052
19.06,0.526756642
19.07,0.526742265
19.08,0.526727919
19.09,0.526713605
19.1,0.526699322
19.11,0.526685072
19.12,0.526670852
19.13,0.526656664
19.14,0.526642508
19.15,0.526628383
19.16,0.526614289
19.17,0.526600226
19.18,0.526586194
19.19,0.526572194
19.2,0.526558224
19.21,0.526544285
19.22,0.526530377
19.23,0.5265165
19.24,0.526502653
19.25,0.526488837
19.26,0.526475052
19.27,0.526461297
19.28,0.526447572
19.29,0.526433878
19.3,0.526420214
19.31,0.52640658
19.32,0.526392976
19.33,0.526379402
19.34,0.526365859
19.35,0.526352345
19.36,0.526338861
19.37,0.526325407
19.38,0.526311982
19.39,0.526298588
19.4,0.526285222
19.41,0.526271887
19.42,0.52625858
19.43,0.526245303
19.44,0.526232056
19.45,0.526218837
19.46,0.526205648
19.47,0.526192488
19.48,0.526179357
19.49,0.526166255
19.5,0.526153182
19.51,0.526140138
19.52,0.526127122
19.53,0.526114136
19.54,0.526101178
19.55,0.526088248
19.56,0.526075347
19.57,0.526062475
19.58,0.52604963
19.59,0.526036815
19.6,0.526024027
19.61,0.526011268
19.62,0.525998537
19.63,0.525985834
19.64,0.525973158
19.65,0.525960511
19.66,0.525947892
19.67,0.525935301
19.68,0.525922737
19.69,0.525910201
19.7,0.525897693
19.71,0.525885212
19.72,0.525872759
19.73,0.525860333
19.74,0.525847935
19.75,0.525835564
19.76,0.52582322
19.77,0.525810904
19.78,0.525798614
19.79,0.525786352
19.8,0.525774116
19.81,0.525761908
19.82,0.525749727
19.83,0.525737572
19.84,0.525725444
19.85,0.525713343
19.86,0.525701269
19.87,0.525689221
19.88,0.5256772
19.89,0.525665205
19.9,0.525653236
19.91,0.525641294
19.92,0.525629379
19.93,0.525617489
19.94,0.525605626
19.95,0.525593789
19.96,0.525581978
19.97,0.525570192
19.98,0.525558433
19.99,0.5255467
20,0.525534993
20.01,0.525523311
20.02,0.525511655
20.03,0.525500025
20.04,0.52548842
20.05,0.525476841
20.06,0.525465287
20.07,0.525453759
20.08,0.525442256
20.09,0.525430779
20.1,0.525419326
20.11,0.525407899
20.12,0.525396497
20.13,0.525385121
20.14,0.525373769
20.15,0.525362442
20.16,0.52535114
20.17,0.525339863
20.18,0.525328611
20.19,0.525317383
20.2,0.52530618
20.21,0.525295002
20.22,0.525283849
20.23,0.52527272
20.24,0.525261615
20.25,0.525250535
20.26,0.525239479
20.27,0.525228448
20.28,0.525217441
20.29,0.525206458
20.3,0.525195499
20.31,0.525184564
20.32,0.525173653
20.33,0.525162767
20.34,0.525151904
20.35,0.525141065
20.36,0.52513025
20.37,0.525119458
20.38,0.525108691
20.39,0.525097947
20.4,0.525087227
20.41,0.52507653
20.42,0.525065857
20.43,0.525055207
20.44,0.52504458
20.45,0.525033977
20.46,0.525023398
20.47,0.525012841
20.48,0.525002308
20.49,0.524991798
20.5,0.524981311
20.51,0.524970847
20.52,0.524960405
20.53,0.524949987
20.54,0.524939592
20.55,0.52492922
20.56,0.52491887
20.57,0.524908543
20.58,0.524898239
20.59,0.524887957
20.6,0.524877698
20.61,0.524867462
20.62,0.524857248
20.63,0.524847056
20.64,0.524836887
20.65,0.52482674
20.66,0.524816616
20.67,0.524806513
20.68,0.524796433
20.69,0.524786375
20.7,0.524776339
20.71,0.524766325
20.72,0.524756333
20.73,0.524746363
20.74,0.524736415
20.75,0.524726489
20.76,0.524716584
20.77,0.524706701
20.78,0.52469684
20.79,0.524687001
20.8,0.524677183
20.81,0.524667387
20.82,0.524657612
20.83,0.524647858
20.84,0.524638126
20.85,0.524628416
20.86,0.524618726
20.87,0.524609058
20.88,0.524599411
20.89,0.524589786
20.9,0.524580181
20.91,0.524570598
20.92,0.524561035
20.93,0.524551493
20.94,0.524541973
20.95,0.524532473
20.96,0.524522994
20.97,0.524513536
20.98,0.524504099
20.99,0.524494682
21,0.524485286
21.01,0.52447591
21.02,0.524466556
21.03,0.524457221
21.04,0.524447907
21.05,0.524438614
21.06,0.524429341
21.07,0.524420088
21.08,0.524410855
21.09,0.524401643
21.1,0.524392451
21.11,0.524383279
21.12,0.524374127
21.13,0.524364995
21.14,0.524355883
21.15,0.524346792
21.16,0.52433772
21.17,0.524328668
21.18,0.524319636
21.19,0.524310623
21.2,0.524301631
21.21,0.524292658
21.22,0.524283704
21.23,0.524274771
21.24,0.524265857
21.25,0.524256962
21.26,0.524248087
21.27,0.524239231
21.28,0.524230395
21.29,0.524221578
21.3,0.524212781
21.31,0.524204002
21.32,0.524195243
21.33,0.524186503
21.34,0.524177783
21.35,0.524169081
21.36,0.524160398
21.37,0.524151735
21.38,0.52414309
21.39,0.524134464
21.4,0.524125858
21.41,0.52411727
21.42,0.5241087
21.43,0.52410015
21.44,0.524091618
21.45,0.524083105
21.46,0.524074611
21.47,0.524066135
21.48,0.524057678
21.49,0.524049239
21.5,0.524040819
21.51,0.524032417
21.52,0.524024034
21.53,0.524015669
21.54,0.524007322
21.55,0.523998993
21.56,0.523990683
21.57,0.523982391
21.58,0.523974117
21.59,0.523965861
21.6,0.523957624
21.61,0.523949404
21.62,0.523941202
21.63,0.523933018
21.64,0.523924852
21.65,0.523916704
21.66,0.523908574
21.67,0.523900461
21.68,0.523892367
21.69,0.52388429
21.7,0.52387623
21.71,0.523868189
21.72,0.523860165
21.73,0.523852158
21.74,0.523844169
21.75,0.523836197
21.76,0.523828243
21.77,0.523820307
21.78,0.523812387
21.79,0.523804485
21.8,0.5237966
21.81,0.523788733
21.82,0.523780882
21.83,0.523773049
21.84,0.523765233
21.85,0.523757434
21.86,0.523749652
21.87,0.523741887
21.88,0.523734139
21.89,0.523726408
21.9,0.523718694
21.91,0.523710997
21.92,0.523703317
21.93,0.523695653
21.94,0.523688006
21.95,0.523680376
21.96,0.523672763
21.97,0.523665166
21.98,0.523657585
21.99,0.523650022
22,0.523642475
22.01,0.523634944
22.02,0.52362743
22.03,0.523619932
22.04,0.523612451
22.05,0.523604986
22.06,0.523597537
22.07,0.523590104
22.08,0.523582688
22.09,0.523575288
22.1,0.523567904
22.11,0.523560537
22.12,0.523553185
22.13,0.523545849
22.14,0.52353853
22.15,0.523531226
22.16,0.523523939
22.17,0.523516667
22.18,0.523509411
22.19,0.523502171
22.2,0.523494947
22.21,0.523487739
22.22,0.523480546
22.23,0.523473369
22.24,0.523466208
22.25,0.523459062
22.26,0.523451932
22.27,0.523444818
22.28,0.523437719
22.29,0.523430636
22.3,0.523423568
22.31,0.523416515
22.32,0.523409478
22.33,0.523402456
22.34,0.52339545
22.35,0.523388459
22.36,0.523381483
22.37,0.523374523
22.38,0.523367577
22.39,0.523360647
22.4,0.523353732
22.41,0.523346832
22.42,0.523339947
22.43,0.523333077
22.44,0.523326222
22.45,0.523319382
22.46,0.523312557
22.47,0.523305747
22.48,0.523298951
22.49,0.523292171
22.5,0.523285405
22.51,0.523278654
22.52,0.523271918
22.53,0.523265197
22.54,0.52325849
22.55,0.523251798
22.56,0.52324512
22.57,0.523238457
22.58,0.523231808
22.59,0.523225175
22.6,0.523218555
22.61,0.52321195
22.62,0.523205359
22.63,0.523198783
22.64,0.523192221
22.65,0.523185674
22.66,0.52317914
22.67,0.523172621
22.68,0.523166116
22.69,0.523159626
22.7,0.523153149
22.71,0.523146687
22.72,0.523140238
22.73,0.523133804
22.74,0.523127384
22.75,0.523120978
22.76,0.523114586
22.77,0.523108207
22.78,0.523101843
22.79,0.523095492
22.8,0.523089156
22.81,0.523082833
22.82,0.523076524
22.83,0.523070229
22.84,0.523063947
22.85,0.523057679
22.86,0.523051425
22.87,0.523045185
22.88,0.523038958
22.89,0.523032744
22.9,0.523026544
22.91,0.523020358
22.92,0.523014185
22.93,0.523008026
22.94,0.52300188
22.95,0.522995747
22.96,0.522989628
22.97,0.522983522
22.98,0.52297743
22.99,0.522971351
23,0.522965284
23.01,0.522959232
23.02,0.522953192
23.03,0.522947166
23.04,0.522941152
23.05,0.522935152
23.06,0.522929165
23.07,0.522923191
23.08,0.52291723
23.09,0.522911282
23.1,0.522905347
23.11,0.522899425
23.12,0.522893515
23.13,0.522887619
23.14,0.522881735
23.15,0.522875865
23.16,0.522870007
23.17,0.522864162
23.18,0.522858329
23.19,0.522852509
23.2,0.522846702
23.21,0.522840908
23.22,0.522835126
23.23,0.522829357
23.24,0.5228236
23.25,0.522817856
23.26,0.522812125
23.27,0.522806406
23.28,0.522800699
23.29,0.522795005
23.3,0.522789323
23.31,0.522783653
23.32,0.522777996
23.33,0.522772352
23.34,0.522766719
23.35,0.522761099
23.36,0.522755491
23.37,0.522749895
23.38,0.522744312
23.39,0.52273874
23.4,0.522733181
23.41,0.522727634
23.42,0.522722099
23.43,0.522716576
23.44,0.522711065
23.45,0.522705566
23.46,0.522700079
23.47,0.522694604
23.48,0.52268914
23.49,0.522683689
23.5,0.52267825
23.51,0.522672822
23.52,0.522667406
23.53,0.522662002
23.54,0.52265661
23.55,0.52265123
23.56,0.522645861
23.57,0.522640504
23.58,0.522635159
23.59,0.522629825
23.6,0.522624503
23.61,0.522619192
23.62,0.522613893
23.63,0.522608606
23.64,0.52260333
23.65,0.522598065
23.66,0.522592812
23.67,0.522587571
23.68,0.52258234
23.69,0.522577121
23.7,0.522571914
23.71,0.522566718
23.72,0.522561533
23.73,0.52255636
23.74,0.522551197
23.75,0.522546046
23.76,0.522540906
23.77,0.522535778
23.78,0.52253066
23.79,0.522525554
23.8,0.522520459
23.81,0.522515374
23.82,0.522510301
23.83,0.522505239
23.84,0.522500188
23.85,0.522495148
23.86,0.522490119
23.87,0.522485101
23.88,0.522480094
23.89,0.522475097
23.9,0.522470112
23.91,0.522465137
23.92,0.522460173
23.93,0.52245522
23.94,0.522450278
23.95,0.522445347
23.96,0.522440426
23.97,0.522435516
23.98,0.522430616
23.99,0.522425728
24,0.52242085
24.01,0.522415982
24.02,0.522411125
24.03,0.522406279
24.04,0.522401443
24.05,0.522396618
24.06,0.522391803
24.07,0.522386999
24.08,0.522382205
24.09,0.522377421
24.1,0.522372648
24.11,0.522367885
24.12,0.522363133
24.13,0.522358391
24.14,0.522353659
24.15,0.522348938
24.16,0.522344227
24.17,0.522339526
24.18,0.522334835
24.19,0.522330155
24.2,0.522325485
24.21,0.522320825
24.22,0.522316175
24.23,0.522311535
24.24,0.522306905
24.25,0.522302285
24.26,0.522297675
24.27,0.522293076
24.28,0.522288486
24.29,0.522283906
24.3,0.522279337
24.31,0.522274777
24.32,0.522270227
24.33,0.522265687
24.34,0.522261157
24.35,0.522256636
24.36,0.522252126
24.37,0.522247625
24.38,0.522243134
24.39,0.522238653
24.4,0.522234182
24.41,0.52222972
24.42,0.522225268
24.43,0.522220826
24.44,0.522216393
24.45,0.52221197
24.46,0.522207557
24.47,0.522203153
24.48,0.522198759
24.49,0.522194374
24.5,0.522189999
24.51,0.522185633
24.52,0.522181277
24.53,0.52217693
24.54,0.522172593
24.55,0.522168265
24.56,0.522163946
24.57,0.522159637
24.58,0.522155338
24.59,0.522151047
24.6,0.522146766
24.61,0.522142495
24.62,0.522138232
24.63,0.522133979
24.64,0.522129735
24.65,0.5221255
24.66,0.522121275
24.67,0.522117058
24.68,0.522112851
24.69,0.522108653
24.7,0.522104464
24.71,0.522100284
24.72,0.522096113
24.73,0.522091952
24.74,0.522087799
24.75,0.522083655
24.76,0.522079521
24.77,0.522075395
24.78,0.522071278
24.79,0.52206717
24.8,0.522063072
24.81,0.522058982
24.82,0.522054901
24.83,0.522050828
24.84,0.522046765
24.85,0.52204271
24.86,0.522038665
24.87,0.522034628
24.88,0.5220306
24.89,0.52202658
24.9,0.522022569
24.91,0.522018567
24.92,0.522014574
24.93,0.522010589
24.94,0.522006613
24.95,0.522002646
24.96,0.521998687
24.97,0.521994737
24.98,0.521990796
24.99,0.521986863
25,0.521982938
25.01,0.521979022
25.02,0.521975115
25.03,0.521971216
25.04,0.521967325
25.05,0.521963443
25.06,0.52195957
25.07,0.521955704
25.08,0.521951848
25.09,0.521947999
25.1,0.521944159
25.11,0.521940327
25.12,0.521936504
25.13,0.521932689
25.14,0.521928882
25.15,0.521925083
25.16,0.521921293
25.17,0.521917511
25.18,0.521913737
25.19,0.521909971
25.2,0.521906213
25.21,0.521902464
25.22,0.521898723
25.23,0.52189499
25.24,0.521891264
25.25,0.521887548
25.26,0.521883839
25.27,0.521880138
25.28,0.521876445
25.29,0.52187276
25.3,0.521869083
25.31,0.521865415
25.32,0.521861754
25.33,0.521858101
25.34,0.521854456
25.35,0.521850819
25.36,0.521847189
25.37,0.521843568
25.38,0.521839955
25.39,0.521836349
25.4,0.521832751
25.41,0.521829161
25.42,0.521825579
25.43,0.521822005
25.44,0.521818438
25.45,0.521814879
25.46,0.521811328
25.47,0.521807784
25.48,0.521804248
25.49,0.52180072
25.5,0.5217972
25.51,0.521793687
25.52,0.521790182
25.53,0.521786684
25.54,0.521783194
25.55,0.521779712
25.56,0.521776237
25.57,0.521772769
25.58,0.521769309
25.59,0.521765857
25.6,0.521762412
25.61,0.521758975
25.62,0.521755545
25.63,0.521752122
25.64,0.521748707
25.65,0.5217453
25.66,0.521741899
25.67,0.521738506
25.68,0.521735121
25.69,0.521731743
25.7,0.521728372
25.71,0.521725008
25.72,0.521721652
25.73,0.521718303
25.74,0.521714961
25.75,0.521711627
25.76,0.5217083
25.77,0.52170498
25.78,0.521701667
25.79,0.521698361
25.8,0.521695063
25.81,0.521691771
25.82,0.521688487
25.83,0.52168521
25.84,0.52168194
25.85,0.521678677
25.86,0.521675421
25.87,0.521672173
25.88,0.521668931
25.89,0.521665696
25.9,0.521662469
25.91,0.521659248
25.92,0.521656034
25.93,0.521652828
25.94,0.521649628
25.95,0.521646435
25.96,0.521643249
25.97,0.52164007
25.98,0.521636898
25.99,0.521633733
26,0.521630575
26.01,0.521627423
26.02,0.521624279
26.03,0.521621141
26.04,0.52161801
26.05,0.521614885
26.06,0.521611768
26.07,0.521608657
26.08,0.521605553
26.09,0.521602456
26.1,0.521599365
26.11,0.521596282
26.12,0.521593204
26.13,0.521590134
26.14,0.52158707
26.15,0.521584013
26.16,0.521580962
26.17,0.521577918
26.18,0.521574881
26.19,0.52157185
26.2,0.521568826
26.21,0.521565809
26.22,0.521562797
26.23,0.521559793
26.24,0.521556795
26.25,0.521553803
26.26,0.521550818
26.27,0.52154784
26.28,0.521544867
26.29,0.521541902
26.3,0.521538942
26.31,0.52153599
26.32,0.521533043
26.33,0.521530103
26.34,0.521527169
26.35,0.521524242
26.36,0.521521321
26.37,0.521518406
26.38,0.521515498
26.39,0.521512596
26.4,0.5215097
26.41,0.521506811
26.42,0.521503927
26.43,0.52150105
26.44,0.52149818
26.45,0.521495315
26.46,0.521492457
26.47,0.521489605
26.48,0.521486759
26.49,0.521483919
26.5,0.521481085
26.51,0.521478258
26.52,0.521475436
26.53,0.521472621
26.54,0.521469812
26.55,0.521467009
26.56,0.521464212
26.57,0.521461421
26.58,0.521458636
26.59,0.521455857
26.6,0.521453084
26.61,0.521450318
26.62,0.521447557
26.63,0.521444802
26.64,0.521442053
26.65,0.52143931
26.66,0.521436573
26.67,0.521433842
26.68,0.521431117
26.69,0.521428398
26.7,0.521425684
26.71,0.521422977
26.72,0.521420275
26.73,0.521417579
26.74,0.52141489
26.75,0.521412205
26.76,0.521409527
26.77,0.521406855
26.78,0.521404188
26.79,0.521401527
26.8,0.521398872
26.81,0.521396223
26.82,0.521393579
26.83,0.521390941
26.84,0.521388309
26.85,0.521385682
26.86,0.521383062
26.87,0.521380446
26.88,0.521377837
26.89,0.521375233
26.9,0.521372635
26.91,0.521370042
26.92,0.521367455
26.93,0.521364874
26.94,0.521362298
26.95,0.521359728
26.96,0.521357164
26.97,0.521354604
26.98,0.521352051
26.99,0.521349503
27,0.521346961
27.01,0.521344424
27.02,0.521341892
27.03,0.521339366
27.04,0.521336846
27.05,0.521334331
27.06,0.521331821
27.07,0.521329317
27.08,0.521326818
27.09,0.521324325
27.1,0.521321837
27.11,0.521319354
27.12,0.521316877
27.13,0.521314405
27.14,0.521311939
27.15,0.521309478
27.16,0.521307022
27.17,0.521304571
27.18,0.521302126
27.19,0.521299686
27.2,0.521297252
27.21,0.521294822
27.22,0.521292398
27.23,0.52128998
27.24,0.521287566
27.25,0.521285158
27.26,0.521282755
27.27,0.521280357
27.28,0.521277964
27.29,0.521275576
27.3,0.521273194
27.31,0.521270817
27.32,0.521268445
27.33,0.521266078
27.34,0.521263716
27.35,0.521261359
27.36,0.521259007
27.37,0.521256661
27.38,0.52125432
27.39,0.521251983
27.4,0.521249652
27.41,0.521247326
27.42,0.521245004
27.43,0.521242688
27.44,0.521240377
27.45,0.521238071
27.46,0.52123577
27.47,0.521233473
27.48,0.521231182
27.49,0.521228896
27.5,0.521226615
27.51,0.521224338
27.52,0.521222067
27.53,0.5212198
27.54,0.521217538
27.55,0.521215282
27.56,0.52121303
27.57,0.521210783
27.58,0.521208541
27.59,0.521206303
27.6,0.521204071
27.61,0.521201843
27.62,0.521199621
27.63,0.521197403
27.64,0.521195189
27.65,0.521192981
27.66,0.521190777
27.67,0.521188579
27.68,0.521186385
27.69,0.521184195
27.7,0.521182011
27.71,0.521179831
27.72,0.521177656
27.73,0.521175485
27.74,0.52117332
27.75,0.521171158
27.76,0.521169002
27.77,0.52116685
27.78,0.521164703
27.79,0.521162561
27.8,0.521160423
27.81,0.52115829
27.82,0.521156162
27.83,0.521154038
27.84,0.521151918
27.85,0.521149804
27.86,0.521147693
27.87,0.521145588
27.88,0.521143487
27.89,0.52114139
27.9,0.521139298
27.91,0.521137211
27.92,0.521135128
27.93,0.52113305
27.94,0.521130976
27.95,0.521128906
27.96,0.521126841
27.97,0.521124781
27.98,0.521122725
27.99,0.521120673
28,0.521118626
28.01,0.521116583
