Time Step,Ratio,Primary Radius,Secondary Radius,Primary Displacement,Secondary Displacement,Primary Sheave Velocity,Secondary Sheave Velocity,Primary Sheave Acceleration,Secondary Sheave Acceleration,Primary Clamping Force,Secondary Force
1.65,1.321571785,2.30260833805833,3.04306221148364,0.429915442061734,-0.0804867150416607,0.135588180528668,-0.131819855812889,-0.144031463717101,0.116228662958046,-0.101859051140734,0.115430753186839
1.7,1.292023116,2.33365874132624,3.01514103864897,0.436515409018828,-0.0869328257081044,0.128723841774324,-0.126250393977082,-0.131415438694696,0.107141638018840,-0.0929369982448890,0.106406110673841
1.75,1.264563914,2.36316814424026,2.98837715792058,0.442787826239166,-0.0931117544393689,0.122446636659198,-0.121105692011005,-0.120398916363806,0.0991413322954630,-0.0851461136524837,0.0984607270492546
1.8,1.238960952,2.39126535468937,2.96268440033055,0.448760072684747,-0.0990433949092049,0.116683950137943,-0.116336260747536,-0.110717716924255,0.0920534759361353,-0.0782995694088333,0.0914215288238337
1.85,1.215016162,2.41806362675144,2.93798638724734,0.454456221252960,-0.104745380514123,0.111374864966772,-0.111900344417392,-0.102160899721524,0.0857383814447615,-0.0722481882830618,0.0851497874561432
1.9,1.192560065,2.44366310900554,2.91421503611375,0.459897559181425,-0.110233429350944,0.106467860165791,-0.107762422603060,-0.0945582596150655,0.0800829029151266,-0.0668716011997744,0.0795331337866143
1.95,1.171446652,2.46815281681421,2.89130935388138,0.465103007269539,-0.115521622774429,0.101919039005266,-0.103892054125879,-0.0877710650736941,0.0749944337455621,-0.0620716972201165,0.0744795969578988
2.0,1.151549342,2.49161224696887,2.86921444351615,0.470089463081951,-0.120622634763532,0.0976907536584216,-0.100262979228504,-0.0816852072838325,0.0703964701079362,-0.0577677785911264,0.0699131983406452
2.05,1.132757765,2.51411270292212,2.84788068632017,0.474872082635382,-0.125547920697279,0.0937505182768827,-0.0968524071150855,-0.0762061842328319,0.0662254117759686,-0.0538930134894587,0.0657707743241265
2.1,1.114975172,2.53571839807533,2.82726305703761,0.479464514909640,-0.130307875475041,0.0900701352351384,-0.0936404380509070,-0.0712551169280706,0.0624279556974693,-0.0503916186915315,0.0619993877816062
2.15,1.098116341,2.55648736994132,2.80732055649268,0.483879096158895,-0.134911964502370,0.0866250065840756,-0.0906096115453386,-0.0667656621901822,0.0589590660325378,-0.0472166763008969,0.0585543120442244
2.2,1.082105857,2.57647225949626,2.78801572239892,0.488127015568047,-0.139368836629574,0.0833935690161202,-0.0877445314476532,-0.0626816475949494,0.0557804263408029,-0.0443284611791482,0.0553974937139733
2.25,1.066876705,2.59572095951433,2.76931422438609,0.492218453060507,-0.143686417647135,0.0803568418245807,-0.0850315689112583,-0.0589553173224513,0.0528593338111838,-0.0416932004104376,0.0524964544845701
2.3,1.052369092,2.61427718125131,2.75118450346976,0.496162699750505,-0.147871993520700,0.0774980372838751,-0.0824585980665348,-0.0555459580233322,0.0501678393026210,-0.0392821015141005,0.0498234370858085
2.35,1.03852948,2.63218091947745,2.73359748157084,0.499968256788895,-0.151932277453788,0.0748022460222474,-0.0800147849809962,-0.0524183579903692,0.0476815870846247,-0.0370702627707891,0.0473542529892888
2.4,1.02530976,2.64946887114060,2.71652629239664,0.503642924352730,-0.155873472018800,0.0722562014848382,-0.0776904393580723,-0.0495420841692405,0.0453794288213405,-0.0350361619244869,0.0450678990424820
2.45,1.012666561,2.66617478958766,2.69994605519664,0.507193876937379,-0.159701321389596,0.0698480376053234,-0.0754768420988621,-0.0468909495943217,0.0432431680286638,-0.0331612795531043,0.0429463036801470
2.5,1.000560666,2.68232978922119,2.68383368033480,0.510627728113262,-0.163421156228686,0.0675671065254060,-0.0733661225552060,-0.0444420181494822,0.0412567528423004,-0.0314293952353138,0.0409735252340380
2.55,0.988956512,2.69796261396464,2.66816769621287,0.513950587589919,-0.167037933645116,0.0654038357903752,-0.0713511668146321,-0.0421751058298365,0.0394059481510643,-0.0298262348428604,0.0391354263170072
2.6,0.97782176,2.71309987473467,2.65292809456884,0.517168111692300,-0.170556272910149,0.0633495959424223,-0.0694255277400995,-0.0400725906846588,0.0376783072249419,-0.0283393361321907,0.0374196456458426
2.65,0.967126927,2.72776625561404,2.63809619636631,0.520285547184162,-0.173980486419126,0.0613965767219093,-0.0675833360921379,-0.0381190428208055,0.0360629203992490,-0.0269577870828737,0.0358153484507082
2.7,0.95684507,2.74198469308115,2.62365453559016,0.523307769364491,-0.177314606519363,0.0595376916603418,-0.0658192357001746,-0.0363007593533666,0.0345500324244990,-0.0256718970147009,0.0343128464519048
2.75,0.94695151,2.75577653729745,2.60958675321639,0.526239316350196,-0.180562409989144,0.0577665007865726,-0.0641283328496880,-0.0346054330070290,0.0331307803391247,-0.0244729622225709,0.0329033375320966
2.8,0.937423592,2.76916169497312,2.59587750293052,0.529084419443148,-0.183727439804332,0.0560771483596389,-0.0625061576662622,-0.0330222629738611,0.0317974073250543,-0.0233533443751146,0.0315791181237678
2.85,0.928240472,2.78215876136010,2.58251236182383,0.531847031186160,-0.186813025755770,0.0544642744891865,-0.0609485921171826,-0.0315416916307986,0.0305430476031432,-0.0223062843213008,0.0303333695813476
2.9,0.919382942,2.79478512153840,2.56947776729780,0.534530846892067,-0.189822299016050,0.0529229791965590,-0.0594518529059478,-0.0301550196091016,0.0293613650183654,-0.0213256298675566,0.0291597992475143
2.95,0.910833259,2.80705706550124,2.55676093516947,0.537139329105816,-0.192758211046365,0.0514487725282764,-0.0580124556153460,-0.0288545026800179,0.0282467149403250,-0.0204059042953087,0.0280528012422597
3.0,0.902575012,2.81898986597162,2.54434981210721,0.539675724144894,-0.195623544577585,0.0500375289285572,-0.0566271814119153,-0.0276332010202274,0.0271940243856185,-0.0195421997615048,0.0270073374082112
3.05,0.894592988,2.83059787202136,2.53223300815803,0.542143081998671,-0.198420929187556,0.0486854524262536,-0.0552930531767842,-0.0264848539949702,0.0261986933702687,-0.0187300887452429,0.0260188393402818
3.1,0.886873069,2.84189457050943,2.52039975952214,0.544544269387520,-0.201152849895263,0.0473890435290602,-0.0540073120748885,-0.0254037529826445,0.0252564859166471,-0.0179655341093262,0.0250831001408293
3.15,0.879402125,2.85289266412598,2.50883987122930,0.546881986351577,-0.203821660395045,0.0461450771279892,-0.0527674045851195,-0.0243848111537326,0.0243636421266291,-0.0172449384479197,0.0241963857234298
3.2,0.872167932,2.86360412243549,2.49754368553124,0.549158777100319,-0.206429590353775,0.0449505624136870,-0.0515709478622256,-0.0234234234604205,0.0235167453963602,-0.0165650450712094,0.0233553029392142
3.25,0.86515909,2.87404024106292,2.48650203958138,0.551377042592946,-0.208978755181268,0.0438027347819471,-0.0504157300454835,-0.0225153438325632,0.0227126072917194,-0.0159228511583887,0.0225566852426618
3.3,0.858364954,2.88421168892875,2.47570623369359,0.553539050578513,-0.211471163358323,0.0426990280304307,-0.0492996871330536,-0.0216567641289763,0.0219483775613560,-0.0153156635920120,0.0217977019493973
3.35,0.85177557,2.89412855435466,2.46514799903872,0.555646945395989,-0.213908723894573,0.0416370583690495,-0.0482208922893479,-0.0208440984255653,0.0212213140628470,-0.0147409464065598,0.0210756297418055
3.4,0.845381619,2.90380038477607,2.45481947053482,0.557702756415418,-0.216293252587258,0.0406146181878741,-0.0471775557267689,-0.0200741724448838,0.0205290185690210,-0.0141964547530219,0.0203880868565447
3.45,0.839174362,2.91323622991583,2.44471315459490,0.559708407214777,-0.218626479467250,0.0396296411245611,-0.0461679904324458,-0.0193441804326771,0.0198694015504299,-0.0136802044019892,0.0197329981087862
3.5,0.833145601,2.92244466506231,2.43482191686258,0.561665720527874,-0.220910051630503,0.0386802001446064,-0.0451906155717259,-0.0186513770427000,0.0192403375483597,-0.0131902538445974,0.0191082526310902
3.55,0.82728763,2.93143383333993,2.42513894848560,0.563576427229237,-0.223145541024422,0.0377645034202911,-0.0442439566776098,-0.0179932767382613,0.0186399071498386,-0.0127248453092984,0.0185119441872550
3.6,0.821593202,2.94021146704837,2.41565775376939,0.565442170869903,-0.225334447298264,0.0368808724707803,-0.0433266248567421,-0.0173676558197777,0.0180664092954196,-0.0122824061957468,0.0179423833956066
3.65,0.816055491,2.94878491964891,2.40637212545749,0.567264514476315,-0.227478203510097,0.0360277378383133,-0.0424373157480678,-0.0167724541454195,0.0175182565373354,-0.0118614795716407,0.0173979937062066
3.7,0.810668064,2.95716118506942,2.39727613283618,0.569044944653735,-0.229578178873071,0.0352036270562383,-0.0415747992030085,-0.0162057008604372,0.0169938940431251,-0.0114606716485012,0.0168772309605190
3.75,0.80542485,2.96534692403007,2.38836410148488,0.570784877181939,-0.231635683430398,0.0344071677522696,-0.0407379263437553,-0.0156656045874781,0.0164919135362097,-0.0110787155642645,0.0163786965497836
3.8,0.800320114,2.97334848480834,2.37963059832354,0.572485661428962,-0.233651971507446,0.0336370665974905,-0.0399256078493876,-0.0151506406726580,0.0160111630242228,-0.0107145330837037,0.0159012463900615
3.85,0.795348435,2.98117191966098,2.37107042076831,0.574148583841688,-0.235628244215336,0.0328921036850038,-0.0391368100413330,-0.0146593044516363,0.0155504611865753,-0.0103670601081972,0.0154437072705295
3.9,0.790504684,2.98882300294440,2.36267858347449,0.575774871797462,-0.237565652511579,0.0321711361523269,-0.0383705617307300,-0.0141901254777421,0.0151086180298854,-0.0100352567378592,0.0150048973671102
3.95,0.785784003,2.99630724924082,2.35445030452637,0.577365697456921,-0.239465300388409,0.0314730911372296,-0.0376259482383445,-0.0137417812465443,0.0146845740221929,-0.00971818769755612,0.0145837644215306
4.0,0.781181787,3.00362992816466,2.34638099477035,0.578922180911185,-0.241328247335414,0.0307969580276725,-0.0369021043285107,-0.0133131112787108,0.0142774221429149,-0.00941503229630431,0.0141794076399038
4.05,0.776693667,3.01079607884255,2.33846624706544,0.580445393259688,-0.243155510821260,0.0301417800093585,-0.0361982060240530,-0.0129030617305542,0.0138863461217419,-0.00912504525584790,0.0137910163556162
4.1,0.772315496,3.01781052074319,2.33070182916179,0.581936358912121,-0.244948067937819,0.0295066518546170,-0.0355134697163365,-0.0125104903879761,0.0135103888220387,-0.00884741880237671,0.0134176400027754
4.15,0.768043334,3.02467786711707,2.32308367333660,0.583396058445150,-0.246706857792894,0.0288907309705609,-0.0348471671418491,-0.0121344482977821,0.0131487941343096,-0.00858148183619152,0.0130585276625776
4.2,0.763873432,3.03140254102408,2.31560786278559,0.584825432009177,-0.248432784652004,0.0282932070248388,-0.0341985903029056,-0.0117741188393670,0.0128009358846601,-0.00832665684320031,0.0127130574598119
4.25,0.759802227,3.03798877448334,2.30827063645344,0.586225379147634,-0.250126716823185,0.0277133190866242,-0.0335670735533831,-0.0114285522298863,0.0124660010477646,-0.00808227213697561,0.0123804219505717
4.3,0.755826322,3.04444063256493,2.30106836585891,0.587596763917839,-0.251789492007342,0.0271503518018502,-0.0329519901981291,-0.0110969792677686,0.0121433699679431,-0.00784778373816598,0.0120600057331132
4.35,0.751942483,3.05076201074033,2.29399756139816,0.588940414327819,-0.253421915842997,0.0266036211598473,-0.0323527365565888,-0.0107787145812411,0.0118325019415028,-0.00762270695185371,0.0117512718156743
4.4,0.748147624,3.05695665227791,2.28705485607271,0.590257126033824,-0.255024765663001,0.0260724803437261,-0.0317687400039788,-0.0104730938716411,0.0115328618984860,-0.00740657198602462,0.0114536888015529
4.45,0.744438803,3.06302814834572,2.28023700830980,0.591547662362191,-0.256598789843395,0.0255563117726832,-0.0311994503667402,-0.0101793720157372,0.0112437961118567,-0.00719885188952937,0.0111666074515488
4.5,0.74081321,3.06897995166321,2.27354088941727,0.592812757211093,-0.258144710699675,0.0250545431421524,-0.0306443603927932,-0.00989693709863022,0.0109647956973547,-0.00699911391615129,0.0108895223748924
4.55,0.737268159,3.07481538415030,2.26696347753737,0.594053116676406,-0.259663225882675,0.0245666180628202,-0.0301029707970047,-0.00962538392708323,0.0106955878664632,-0.00680707151323326,0.0106221626557599
4.6,0.733801085,3.08053763676585,2.26050186024212,0.595269419017375,-0.261155007779376,0.0240920047494440,-0.0295748016061468,-0.00936409894417774,0.0104356302134926,-0.00662229077332249,0.0103639896120770
4.65,0.730409534,3.08614978124450,2.25415322357299,0.596462317151351,-0.262620706043289,0.0236302081684024,-0.0290594077756555,-0.00911247139348875,0.0101843689042509,-0.00644433976947525,0.0101144532117233
4.7,0.727091157,3.09165477565008,2.24791484787199,0.597632439834215,-0.264060948556941,0.0231807576100952,-0.0285563647157217,-0.00887010728870339,0.00994150280622965,-0.00627293987457104,0.00987325438946488
4.75,0.723843704,3.09705547026579,2.24178410309065,0.598780392912360,-0.265476342514862,0.0227431974395321,-0.0280652574950325,-0.00863662206133104,0.00970673071055701,-0.00610781912177331,0.00964009400422904
4.8,0.720665021,3.10235460879606,2.23575844929746,0.599906759578168,-0.266867474306445,0.0223170954039621,-0.0275856916446661,-0.00841157205665667,0.00947966773372749,-0.00594866375846760,0.00941458981473545
4.85,0.717553042,3.10755483816515,2.22983542730722,0.601012102452757,-0.268234911679328,0.0219020402338664,-0.0271172907216598,-0.00819459757689568,0.00926002217989343,-0.00579521940638063,0.00919645212762846
4.9,0.714505787,3.11265870859039,2.22401266024378,0.602096963601555,-0.269579203378611,0.0214976356462725,-0.0266596894266767,-0.00798521077196380,0.00904733314008621,-0.00564714105793280,0.00898522319807952
4.95,0.711521356,3.11766868055956,2.21828784715047,0.603161866017384,-0.270900880621996,0.0211035191566700,-0.0262125574076511,-0.00778308321946845,0.00884132847907885,-0.00550419645280809,0.00878063275906998
5.0,0.708597922,3.12258713375443,2.21265875424233,0.604207315517222,-0.272200459119376,0.0207193273243256,-0.0257755565787688,-0.00758801132040305,0.00864188211999746,-0.00536624160578904,0.00858255559924367
5.05,0.705733735,3.12741635767737,2.20712322700375,0.605233798749816,-0.273478436279873,0.0203447180246297,-0.0253483691956514,-0.00739959756225389,0.00844861992876037,-0.00523299539602595,0.00839062015294943
5.1,0.702927109,3.13215857105318,2.20167916927999,0.606241787319685,-0.274735296038941,0.0199793675681003,-0.0249306945858928,-0.00721757248518702,0.00826131946253468,-0.00510426726152426,0.00820460550442438
5.15,0.700176427,3.13681591110029,2.19632455679095,0.607231735506626,-0.275971505738462,0.0196229607761110,-0.0245222372493979,-0.00704161633263520,0.00807968813516301,-0.00497983107043961,0.00802422107611512
5.2,0.697480131,3.14139044826363,2.19105742137706,0.608204083397296,-0.277187519763881,0.0192752059348367,-0.0241227257723765,-0.00687146903364077,0.00790350185549747,-0.00485950290059075,0.00784924431525948
5.25,0.694836723,3.14588418252104,2.18587585632045,0.609159256100110,-0.278383778315700,0.0189358138727470,-0.0237318870638482,-0.00670693034389164,0.00773260488829981,-0.00474314113920017,0.00767952055574163
5.3,0.692244761,3.15029904827295,2.18077801175023,0.610097664784570,-0.279560708470265,0.0186045129004476,-0.0233494652835465,-0.00654771734153347,0.00756673279612915,-0.00463054570393247,0.00751478717548372
5.35,0.689702856,3.15463691767740,2.17576209176514,0.611019707390155,-0.280718724844054,0.0182810421385936,-0.0229752137842353,-0.00639364533461410,0.00740573885381824,-0.00452158598063909,0.00735489845658678
5.4,0.68720967,3.15889960240073,2.17082635332894,0.611925768998430,-0.281858229848689,0.0179651483669862,-0.0226088913981647,-0.00624455690097895,0.00724950602833746,-0.00441615064037231,0.00719973816945293
5.45,0.684763914,3.16308885547026,2.16596910500159,0.612816222226854,-0.282979613983871,0.0176565864484957,-0.0222502631814015,-0.00610010348799215,0.00709767165461921,-0.00431399318670805,0.00704894613871025
5.5,0.682364346,3.16720637322435,2.16118870551227,0.613691427643279,-0.284083256166829,0.0173551380181870,-0.0218991242327028,-0.00596011055182816,0.00695008795689184,-0.00421499018225287,0.00690237560306778
5.55,0.680009764,3.17125380595771,2.15648355217340,0.614551736028672,-0.285169526407141,0.0170605753933129,-0.0215552543857123,-0.00582454158048073,0.00680677686135860,-0.00411911580571597,0.00676004833820537
5.6,0.677699014,3.17523274289239,2.15185209907869,0.615397485182611,-0.286238781605400,0.0167726838601389,-0.0212184465465669,-0.00569306114614064,0.00666737943413504,-0.00402613284255066,0.00662160787431970
5.65,0.675430977,3.17914473330823,2.14729283324278,0.616229004414686,-0.287291371061798,0.0164912692786988,-0.0208885164422988,-0.00556562030452471,0.00653189556347553,-0.00393600667935987,0.00648705410043227
5.7,0.673204575,3.18299127509160,2.14280428857675,0.617046612110481,-0.288327633249630,0.0162161218296864,-0.0205652569902193,-0.00544205320843620,0.00640017301752712,-0.00384862002900608,0.00635623582976179
5.75,0.671018768,3.18677381881012,2.13838504179262,0.617850616597655,-0.289347896760820,0.0159470639578552,-0.0202484991405461,-0.00532211585431158,0.00627195826399257,-0.00376380033216915,0.00622890127051026
5.8,0.668872547,3.19049377881699,2.13403370002498,0.618641318506266,-0.290352483163685,0.0156839102442553,-0.0199380611638201,-0.00520577854803556,0.00614726571893833,-0.00368152658917075,0.00610506473977781
5.85,0.666764942,3.19415251844707,2.12974891870151,0.619419007622080,-0.291341702877202,0.0154264861030517,-0.0196337725686523,-0.00509278595035713,0.00602582065205752,-0.00360161822409256,0.00598445339328114
5.9,0.66469501,3.19775136991738,2.12552937880475,0.620183967116571,-0.292315860420550,0.0151746316492195,-0.0193354790986143,-0.00498313670681400,0.00590766906803753,-0.00352407427905886,0.00586711291988546
5.95,0.662661842,3.20129162134278,2.12137380257817,0.620936470787002,-0.293275250787063,0.0149281724323703,-0.0190430056618485,-0.00487667671008475,0.00579265937648953,-0.00344878576937194,0.00575289276986992
6.0,0.660664559,3.20477452286786,2.11728094684493,0.621676784359808,-0.294220160986735,0.0146869639782111,-0.0187562131609654,-0.00477313718738607,0.00568049184915825,-0.00337556261891943,0.00564149527261378
6.05,0.658702307,3.20820129463765,2.11324959409821,0.622405167184823,-0.295150872103160,0.0144508587136317,-0.0184749564769327,-0.00467261574370733,0.00557133170169420,-0.00330447385394983,0.00553308450956207
6.1,0.656774262,3.21157311736906,2.10927856401910,0.623121870231171,-0.296067656634428,0.0142197024038403,-0.0181990799907960,-0.00457494694743445,0.00546500629600315,-0.00323540248122565,0.00542748902778109
6.15,0.654879626,3.21489113864535,2.10536670650678,0.623827137425207,-0.296970780102239,0.0139933640188882,-0.0179284558473324,-0.00447996232217790,0.00536133740359605,-0.00316822935424421,0.00532453182232036
6.2,0.653017624,3.21815647753867,2.10151289662251,0.624521206633060,-0.297860502219161,0.0137717061716225,-0.0176629462504364,-0.00438763844868729,0.00526032997596302,-0.00310293791091165,0.00522421781067803
6.25,0.651187508,3.22137021699674,2.09771604395152,0.625204308042370,-0.298737074727283,0.0135546001740195,-0.0174024228497361,-0.00429776269498253,0.00516174473710331,-0.00303937777789165,0.00512630935948310
6.3,0.64938855,3.22453341554874,2.09397507914974,0.625876666650462,-0.299600744504135,0.0133419299021243,-0.0171467717767260,-0.00421038127470638,0.00506567321389028,-0.00297758163747235,0.00503089736727692
6.35,0.647620045,3.22764710151035,2.09028896112425,0.626538501032582,-0.300451751904955,0.0131335620465488,-0.0168958555283471,-0.00412542541954445,0.00497205738122658,-0.00291750085670183,0.00493792420730446
6.4,0.645881312,3.23071227069363,2.08665668009010,0.627190022855117,-0.301290330056970,0.0129293873601698,-0.0166495660386034,-0.00404259954381753,0.00488054621665527,-0.00285892639738775,0.00484704126687793
6.45,0.644171686,3.23372990001752,2.08307724176290,0.627831439768599,-0.302116708508816,0.0127293020921671,-0.0164078009066815,-0.00396205527250946,0.00479136273362343,-0.00280196548871869,0.00475847002845710
6.5,0.642490524,3.23670093648317,2.07954968071236,0.628462953064334,-0.302931110147638,0.0125331818329189,-0.0161704297652410,-0.00388371703222704,0.00470443594394748,-0.00274656468519096,0.00467213999119228
6.55,0.640837204,3.23962629847939,2.07607305912240,0.629084757951891,-0.303733751485340,0.0123409303889444,-0.0159373573122868,-0.00380728204637637,0.00461940078724387,-0.00269250986319737,0.00458768860083944
6.6,0.639211118,3.24250688775185,2.07264645284256,0.629697046103228,-0.304524845878867,0.0121524536282813,-0.0157084896865166,-0.00373282097585576,0.00453637227749851,-0.00263985099412519,0.00450523008181348
6.65,0.637611678,3.24534357840376,2.06926896471255,0.630300003314719,-0.305304600453992,0.0119676482913588,-0.0154837200845369,-0.00366040338611765,0.00445546357724507,-0.00258863727466240,0.00442487681978728
6.7,0.636038312,3.24813722360097,2.06593971684353,0.630893810932364,-0.306073217887320,0.0117864132896695,-0.0152629433287921,-0.00358983338468628,0.00437644358589482,-0.00253873016965014,0.00434639930067765
6.75,0.634490467,3.25088864988829,2.06265785763262,0.631478644643686,-0.306830894786871,0.0116086649528902,-0.0150460757259475,-0.00352095077638118,0.00429912592077034,-0.00249001638905677,0.00426961242132425
6.8,0.632967601,3.25359867106779,2.05942254544257,0.632054677427653,-0.307577825459915,0.0114343182120314,-0.0148330307367151,-0.00345382034801049,0.00422361446855835,-0.00244254175011302,0.00419461935523169
6.85,0.631469191,3.25626807366246,2.05623296615476,0.632622076464889,-0.308314197860542,0.0112632829180891,-0.0146237142790916,-0.00338839226807872,0.00414986384647113,-0.00239627101198527,0.00412137503116511
6.9,0.629994726,3.25889762906259,2.05308831888334,0.633181005719462,-0.309040196887824,0.0110954789852235,-0.0144180443520680,-0.00332461571775810,0.00407782686892991,-0.00235116823559853,0.00404983258747470
